anonID,importId,goal,first_move,first_move_rank,first_move_possible_goals,before_first_move,first_move_serves_goal,total_moves_serves_goal,mean_random_samples_rank,first_move_possible_goal_goals
Tte8PJ8ss9,96815,clear nocolor A2,"(57, 55)",36,11,"[(94, 38) (94, 55) (94, 72) (95, 38) (95, 55) (95, 72) (94, 101) (95, 101)
 (57, 38) (57, 72) (94, 49) (94, 60) (94, 62) (94, 63) (94, 66) (94, 68)
 (94, 69) (94, 79) (94, 82) (94, 88) (94, 89) (95, 49) (95, 60) (95, 62)
 (95, 63) (95, 66) (95, 68) (95, 69) (95, 79) (95, 82) (95, 88) (95, 89)
 (57, 49) (57, 62) (57, 60) (57, 69)]",1.0,45,21.558,"['move blue C1', 'move red A1', 'uncover blue all', 'fill nocolor A1', 'move blue C2', 'move blue B2', 'move blue B', 'move blue A1', 'move blue B1', 'move blue C', 'clear nocolor A2']"
Tte8PJ8ss9,96815,clear nocolor B,"(78, 76)",45,14,"[(97, 38) (97, 39) (97, 49) (97, 55) (97, 66) (97, 68) (97, 69) (97, 72)
 (97, 76) (97, 77) (97, 88) (97, 89) (100, 38) (100, 39) (100, 49)
 (100, 55) (100, 66) (100, 68) (100, 69) (100, 72) (100, 76) (100, 77)
 (100, 88) (100, 89) (78, 38) (78, 66) (78, 68) (78, 77) (78, 88) (80, 39)
 (80, 49) (80, 55) (80, 89) (81, 38) (81, 66) (81, 68) (81, 77) (81, 88)
 (78, 49) (80, 68) (81, 49) (78, 39) (78, 55) (78, 69) (78, 72)]",1.0,60,29.767,"['move blue A', 'fill nocolor A2', 'move green A1', 'move green B2', 'clear nocolor B1', 'move green C', 'uncover green all', 'cover blue all', 'clear nocolor B', 'move green A2', 'move green A', 'move blue A2', 'move green C2', 'move green C1']"
Tte8PJ8ss9,96815,cover blue all,"(57, 72)",15,6,"[(95, 76) (97, 60) (97, 62) (106, 69) (107, 69) (57, 76) (73, 72) (90, 76)
 (94, 72) (95, 72) (100, 60) (100, 62) (73, 76) (81, 60) (84, 69)]",1.0,71,34.304,"['move red A1', 'fill nocolor A1', 'uncover red all', 'cover blue all', 'move blue A1', 'clear nocolor A2']"
Tte8PJ8ss9,96815,cover red all,"(56, 55)",57,9,"[(84, 49) (90, 55) (94, 39) (95, 39) (100, 63) (106, 89) (87, 89) (87, 49)
 (90, 39) (94, 55) (95, 55) (97, 63) (97, 82) (106, 49) (107, 49) (56, 39)
 (78, 63) (84, 89) (84, 63) (87, 39) (90, 49) (90, 63) (90, 82) (90, 89)
 (94, 49) (94, 63) (94, 82) (94, 89) (95, 49) (95, 63) (95, 82) (95, 89)
 (97, 39) (97, 49) (97, 55) (97, 89) (100, 39) (100, 49) (100, 55)
 (100, 89) (106, 39) (106, 55) (106, 63) (106, 82) (107, 39) (107, 55)
 (107, 63) (107, 82) (84, 39) (84, 55) (84, 82) (87, 55) (87, 63) (87, 82)
 (56, 49) (78, 49) (81, 49)]",1.0,74,36.42,"['move blue C1', 'uncover blue all', 'cover red all', 'move blue C2', 'move blue B2', 'move blue B', 'move blue B1', 'move blue A2', 'move blue C']"
Tte8PJ8ss9,96815,fill nocolor A2,"(57, 72)",253,6,"[(73, 39) (56, 76) (90, 39) (90, 76) (90, 77) (56, 39) (73, 76) (73, 77)
 (84, 77) (87, 76) (87, 39) (97, 39) (97, 76) (97, 77) (100, 39) (100, 76)
 (100, 77) (106, 39) (106, 76) (106, 77) (107, 39) (107, 76) (107, 77)
 (78, 77) (80, 39) (81, 77) (84, 39) (84, 76) (86, 39) (87, 77) (56, 77)
 (78, 39) (78, 76) (80, 76) (80, 77) (81, 39) (81, 76) (86, 76) (86, 77)
 (67, 77) (67, 39) (67, 76) (56, 72) (78, 79) (84, 68) (86, 49) (100, 101)
 (84, 49) (90, 38) (90, 55) (94, 39) (94, 77) (95, 39) (95, 76) (97, 60)
 (97, 62) (100, 63) (106, 69) (106, 89) (107, 69) (107, 88) (57, 76)
 (73, 38) (73, 72) (87, 88) (87, 89) (84, 88) (97, 101) (80, 63) (80, 82)
 (81, 79) (86, 89) (87, 49) (97, 63) (97, 82) (100, 60) (100, 62)
 (100, 79) (106, 49) (106, 66) (106, 68) (107, 49) (107, 66) (107, 68)
 (73, 49) (73, 63) (73, 82) (73, 89) (78, 63) (81, 60) (84, 38) (84, 69)
 (84, 79) (84, 89) (87, 60) (87, 62) (87, 66) (87, 68) (87, 72) (90, 101)
 (106, 101) (107, 101) (73, 62) (73, 68) (73, 101) (84, 60) (84, 63)
 (84, 101) (87, 38) (87, 101) (90, 49) (90, 60) (90, 62) (90, 63) (90, 66)
 (90, 68) (90, 69) (90, 79) (90, 82) (90, 88) (90, 89) (97, 38) (97, 49)
 (97, 55) (97, 66) (97, 68) (97, 69) (97, 72) (97, 88) (97, 89) (100, 38)
 (100, 49) (100, 55) (100, 66) (100, 68) (100, 69) (100, 72) (100, 88)
 (100, 89) (106, 38) (106, 55) (106, 60) (106, 62) (106, 63) (106, 72)
 (106, 79) (106, 82) (107, 38) (107, 55) (107, 60) (107, 62) (107, 63)
 (107, 72) (107, 79) (107, 82) (56, 60) (56, 62) (56, 69) (73, 60)
 (73, 66) (73, 69) (73, 79) (73, 88) (78, 38) (78, 66) (78, 68) (78, 88)
 (80, 49) (80, 55) (80, 89) (81, 38) (81, 66) (81, 68) (81, 88) (84, 55)
 (84, 62) (84, 72) (84, 82) (86, 55) (86, 63) (86, 82) (87, 55) (87, 63)
 (87, 79) (87, 82) (56, 49) (67, 66) (67, 68) (78, 49) (80, 68) (81, 49)
 (81, 101) (86, 62) (56, 55) (67, 38) (78, 62) (80, 60) (80, 79) (81, 82)
 (86, 66) (57, 77) (67, 60) (78, 101) (80, 101) (67, 88) (78, 82) (81, 62)
 (86, 69) (86, 88) (56, 101) (67, 69) (86, 101) (56, 63) (56, 66) (56, 68)
 (56, 79) (56, 82) (56, 88) (56, 89) (78, 55) (78, 69) (78, 72) (78, 89)
 (80, 38) (80, 66) (80, 69) (80, 72) (80, 88) (81, 55) (81, 69) (81, 72)
 (81, 89) (86, 38) (86, 60) (86, 72) (86, 79) (67, 79) (67, 62) (67, 63)
 (67, 72) (67, 89) (67, 101) (67, 55) (67, 82) (94, 38) (94, 55) (94, 72)
 (95, 38) (95, 55) (95, 72) (94, 101) (95, 101) (57, 38)]",-1.0,42,20.113,"['move red A1', 'fill nocolor A1', 'uncover red all', 'cover blue all', 'move blue A1', 'clear nocolor A2']"
Tte8PJ8ss9,96815,fill nocolor C2,"(67, 88)",27,12,"[(84, 88) (86, 89) (73, 89) (84, 69) (84, 89) (90, 69) (90, 88) (90, 89)
 (94, 69) (94, 88) (94, 89) (95, 69) (95, 88) (95, 89) (97, 69) (97, 88)
 (97, 89) (100, 69) (100, 88) (100, 89) (56, 69) (73, 69) (73, 88)
 (78, 88) (80, 89) (81, 88) (57, 69)]",1.0,42,20.451,"['move blue A', 'uncover blue all', 'move red C2', 'fill nocolor C2', 'move blue C2', 'move blue B2', 'move blue B', 'move blue A1', 'move blue B1', 'move blue A2', 'move green C2', 'clear nocolor C1']"
Tte8PJ8ss9,96815,move green B2,"(81, 76)",207,14,"[(97, 101) (97, 63) (97, 82) (78, 63) (95, 101) (106, 101) (84, 63)
 (84, 101) (95, 63) (95, 82) (106, 63) (106, 82) (84, 82) (86, 63)
 (86, 82) (78, 62) (78, 101) (78, 82) (56, 101) (67, 69) (86, 101)
 (56, 63) (56, 82) (78, 39) (78, 55) (78, 69) (78, 72) (78, 76) (78, 89)
 (67, 39) (67, 62) (67, 63) (67, 72) (67, 76) (67, 89) (67, 101) (67, 55)
 (67, 82) (56, 72) (78, 79) (84, 68) (86, 49) (100, 101) (84, 49) (90, 55)
 (94, 39) (95, 39) (95, 76) (97, 60) (97, 62) (100, 63) (106, 69)
 (106, 89) (107, 69) (57, 76) (73, 72) (87, 89) (73, 39) (84, 88) (56, 76)
 (80, 63) (80, 82) (86, 89) (90, 39) (90, 76) (94, 55) (94, 72) (95, 38)
 (95, 55) (95, 72) (100, 62) (106, 49) (106, 66) (106, 68) (56, 39)
 (73, 63) (73, 76) (73, 82) (73, 89) (84, 38) (84, 69) (84, 77) (84, 79)
 (84, 89) (87, 62) (87, 72) (87, 76) (90, 101) (94, 101) (107, 101)
 (57, 72) (73, 62) (73, 101) (84, 60) (87, 39) (87, 101) (90, 62) (90, 63)
 (90, 69) (90, 82) (90, 89) (94, 62) (94, 63) (94, 69) (94, 82) (94, 89)
 (95, 49) (95, 60) (95, 62) (95, 66) (95, 68) (95, 69) (95, 79) (95, 88)
 (95, 89) (97, 38) (97, 39) (97, 49) (97, 55) (97, 66) (97, 68) (97, 69)
 (97, 72) (97, 76) (97, 77) (97, 88) (97, 89) (100, 39) (100, 55)
 (100, 69) (100, 72) (100, 76) (100, 89) (106, 38) (106, 39) (106, 55)
 (106, 60) (106, 62) (106, 72) (106, 76) (106, 77) (106, 79) (107, 39)
 (107, 55) (107, 62) (107, 63) (107, 72) (107, 76) (107, 82) (56, 60)
 (56, 62) (56, 69) (73, 69) (78, 38) (78, 66) (78, 68) (78, 77) (78, 88)
 (80, 39) (80, 55) (80, 89) (84, 39) (84, 55) (84, 62) (84, 72) (84, 76)
 (86, 39) (86, 55) (87, 55) (87, 63) (87, 82) (56, 49) (57, 62) (67, 66)
 (67, 68) (78, 49) (81, 101) (86, 62) (56, 55) (57, 69) (67, 38) (81, 82)
 (86, 66) (67, 60) (57, 55) (80, 101) (56, 77) (67, 88) (81, 62) (86, 69)
 (86, 88) (57, 63) (57, 82) (57, 89) (56, 66) (56, 68) (56, 79) (56, 88)
 (56, 89) (57, 101) (80, 69) (80, 72) (80, 76) (81, 39) (81, 55) (81, 69)
 (81, 72)]",0.0,38,19.091,"['fill nocolor A2', 'move green A1', 'move red A', 'clear nocolor B2', 'move green B1', 'move green C', 'uncover green all', 'cover blue all', 'move red A2', 'clear nocolor B', 'move green A2', 'move green A', 'move green C2', 'move green C1']"
Tte8PJ8ss9,96815,move red C,"(57, 68)",25,14,"[(73, 49) (73, 89) (73, 68) (100, 49) (100, 66) (100, 68) (100, 69)
 (100, 88) (100, 89) (57, 49) (73, 66) (73, 69) (73, 88) (80, 49) (80, 89)
 (81, 66) (81, 68) (81, 88) (80, 68) (81, 49) (57, 69) (80, 60) (80, 79)
 (80, 101) (57, 89)]",1.0,37,18.354,"['move red C1', 'move blue C1', 'move red C', 'clear nocolor A', 'uncover blue all', 'fill nocolor C1', 'move blue C2', 'move blue B2', 'move blue B', 'move blue A1', 'move blue B1', 'move blue C', 'cover green all', 'clear nocolor A2']"
Tte8PJ8ss9,96815,uncover green all,"(78, 76)",20,14,"[(84, 69) (84, 89) (84, 101) (84, 39) (84, 55) (84, 62) (84, 72) (84, 76)
 (84, 82) (81, 101) (78, 62) (81, 82) (78, 101) (78, 82) (81, 62) (67, 69)
 (78, 39) (78, 55) (78, 69) (78, 72)]",1.0,36,17.812,"['move blue A', 'fill nocolor A2', 'move green A1', 'move green B2', 'clear nocolor B1', 'move green C', 'uncover green all', 'cover blue all', 'clear nocolor B', 'move green A2', 'move green A', 'move blue A2', 'move green C2', 'move green C1']"
Tte8PJ8ss9,96815,uncover red all,"(80, 79)",16,9,"[(57, 76) (73, 38) (73, 72) (73, 76) (73, 77) (57, 38) (57, 72) (73, 101)
 (73, 60) (73, 66) (73, 69) (73, 79) (73, 88) (57, 60) (57, 69) (80, 60)]",1.0,40,19.84,"['move red C1', 'move red C', 'move red A1', 'move red A', 'move red B2', 'move red C2', 'uncover red all', 'move red A2', 'cover green all']"
MtbTXANUqM,53968,clear nocolor B1,"(78, 57)",27,7,"[(78, 45) (78, 47) (97, 45) (97, 47) (97, 82) (78, 40) (78, 55) (78, 56)
 (78, 82) (78, 85) (80, 45) (80, 47) (97, 90) (97, 106) (78, 90) (78, 106)
 (97, 40) (97, 41) (97, 55) (97, 56) (97, 57) (97, 68) (97, 84) (97, 85)
 (97, 87) (97, 89) (78, 41)]",1.0,45,21.757,"['fill nocolor A2', 'clear nocolor B1', 'uncover green all', 'cover blue all', 'clear nocolor B', 'move green A2', 'move green A']"
MtbTXANUqM,53968,clear nocolor C,"(102, 82)",14,6,"[(102, 90) (103, 90) (105, 90) (107, 90) (102, 40) (102, 41) (102, 45)
 (102, 47) (102, 55) (102, 56) (102, 57) (102, 60) (102, 62) (102, 79)]",1.0,60,29.841,"['fill nocolor B2', 'clear nocolor C', 'cover red all', 'move blue B2', 'move blue B', 'clear nocolor C1']"
MtbTXANUqM,53968,cover blue all,"(65, 84)",34,9,"[(102, 68) (103, 68) (103, 84) (107, 87) (59, 57) (102, 87) (103, 87)
 (105, 68) (105, 84) (107, 68) (107, 84) (59, 68) (97, 57) (97, 68)
 (97, 84) (97, 87) (100, 57) (100, 68) (100, 84) (100, 87) (102, 57)
 (103, 57) (105, 57) (107, 57) (59, 84) (59, 87) (78, 57) (78, 68)
 (78, 84) (78, 87) (73, 68) (58, 57) (65, 57) (65, 68)]",1.0,45,22.215,"['move blue C1', 'fill nocolor C1', 'clear nocolor B2', 'move green C', 'uncover green all', 'cover blue all', 'clear nocolor B', 'move blue C', 'move green C1']"
MtbTXANUqM,53968,cover green all,"(73, 90)",208,8,"[(59, 40) (63, 47) (75, 40) (97, 60) (100, 45) (100, 47) (102, 85)
 (59, 55) (75, 56) (97, 45) (97, 47) (100, 60) (105, 85) (107, 85)
 (59, 56) (73, 40) (74, 40) (75, 55) (80, 45) (80, 47) (75, 45) (75, 47)
 (97, 40) (97, 55) (97, 56) (97, 85) (100, 40) (100, 55) (100, 56)
 (100, 85) (102, 40) (102, 45) (102, 47) (102, 55) (102, 56) (102, 60)
 (103, 40) (103, 45) (103, 47) (103, 55) (103, 56) (103, 60) (105, 40)
 (105, 45) (105, 47) (105, 55) (105, 56) (105, 60) (107, 40) (107, 45)
 (107, 47) (107, 55) (107, 56) (107, 60) (59, 45) (59, 47) (59, 60)
 (59, 85) (75, 60) (75, 85) (63, 40) (63, 56) (74, 45) (74, 47) (80, 40)
 (80, 56) (86, 40) (86, 55) (73, 56) (74, 55) (80, 60) (86, 85) (63, 60)
 (58, 55) (58, 56) (63, 55) (63, 85) (73, 45) (73, 47) (73, 60) (73, 85)
 (74, 60) (74, 85) (80, 55) (80, 85) (86, 45) (86, 47) (86, 56) (86, 60)
 (58, 45) (58, 47) (58, 60) (58, 85) (65, 45) (105, 106) (107, 106)
 (97, 62) (102, 68) (103, 68) (103, 84) (105, 89) (107, 87) (59, 57)
 (75, 41) (78, 45) (78, 47) (102, 106) (103, 106) (59, 90) (73, 41)
 (74, 57) (75, 90) (86, 89) (97, 82) (100, 62) (100, 79) (102, 87)
 (102, 89) (103, 87) (103, 89) (105, 68) (105, 84) (107, 68) (107, 84)
 (59, 62) (59, 79) (59, 82) (59, 89) (75, 68) (75, 84) (75, 87) (78, 40)
 (78, 55) (78, 56) (78, 85) (97, 90) (97, 106) (100, 90) (100, 106)
 (102, 90) (103, 90) (105, 90) (107, 90) (59, 68) (59, 106) (63, 62)
 (75, 62) (75, 106) (97, 41) (97, 57) (97, 68) (97, 84) (97, 87) (97, 89)
 (100, 41) (100, 57) (100, 68) (100, 84) (100, 87) (100, 89) (102, 41)
 (102, 57) (102, 62) (102, 79) (102, 82) (103, 41) (103, 57) (103, 62)
 (103, 79) (103, 82) (105, 41) (105, 57) (105, 62) (105, 79) (105, 82)
 (107, 41) (107, 57) (107, 62) (107, 79) (107, 82) (59, 84) (59, 87)
 (65, 40) (65, 56) (73, 62) (73, 79) (73, 82) (73, 89) (74, 68) (74, 84)
 (74, 87) (75, 79) (75, 82) (75, 89) (80, 57) (80, 68) (80, 84) (80, 87)
 (86, 41) (86, 62) (86, 79) (86, 82) (58, 41) (63, 57) (63, 68) (63, 84)
 (63, 87) (73, 68)]",0.0,93,46.796,"['move red C1', 'move red C', 'move red B', 'move red B2', 'move red C2', 'uncover red all', 'move red A2', 'move red B1']"
MtbTXANUqM,53968,fill nocolor B1,"(59, 60)",20,7,"[(100, 60) (100, 62) (100, 79) (59, 62) (59, 79) (63, 62) (65, 62)
 (75, 62) (102, 60) (102, 62) (102, 79) (103, 60) (103, 62) (103, 79)
 (105, 60) (105, 62) (105, 79) (107, 60) (107, 62) (107, 79)]",1.0,39,19.008,"['fill nocolor B1', 'clear nocolor A', 'move red B', 'uncover red all', 'cover green all', 'clear nocolor A2', 'move red B1']"
MtbTXANUqM,53968,fill nocolor C1,"(65, 84)",29,9,"[(105, 68) (105, 84) (105, 85) (107, 68) (107, 84) (107, 85) (75, 68)
 (75, 84) (78, 85) (59, 68) (97, 68) (97, 84) (97, 85) (100, 68) (100, 84)
 (100, 85) (59, 84) (59, 85) (74, 68) (74, 84) (75, 85) (78, 68) (78, 84)
 (80, 68) (80, 84) (63, 68) (63, 84) (73, 68) (65, 68)]",1.0,39,19.191,"['move blue C1', 'fill nocolor C1', 'clear nocolor B2', 'move green C', 'uncover green all', 'cover blue all', 'clear nocolor B', 'move blue C', 'move green C1']"
MtbTXANUqM,53968,move blue C1,"(75, 84)",4,5,"[(105, 68) (105, 84) (105, 85) (75, 68)]",1.0,61,30.847,"['move blue C1', 'clear nocolor A', 'fill nocolor C1', 'move blue C', 'clear nocolor A2']"
MtbTXANUqM,53968,move green A1,"(58, 90)",14,19,"[(78, 55) (78, 56) (103, 90) (78, 90) (103, 55) (103, 56) (65, 56)
 (63, 56) (58, 55) (58, 56) (65, 55) (63, 55) (63, 90) (65, 90)]",1.0,15,7.021,"['move red C1', 'move blue C1', 'move red C', 'move red A1', 'uncover blue all', 'move red B', 'move green A1', 'fill nocolor A1', 'move red B2', 'move red C2', 'uncover red all', 'move blue C2', 'move blue B2', 'move blue B', 'move blue A1', 'move blue B1', 'move blue C', 'clear nocolor A2', 'move red B1']"
MtbTXANUqM,53968,uncover blue all,"(58, 90)",50,19,"[(75, 41) (75, 90) (75, 55) (75, 106) (75, 60) (75, 79) (75, 82) (75, 85)
 (75, 89) (58, 41) (74, 90) (74, 55) (80, 60) (80, 79) (63, 82) (65, 82)
 (65, 60) (63, 60) (74, 41) (80, 82) (58, 55) (63, 79) (65, 55) (65, 79)
 (65, 85) (74, 106) (80, 90) (80, 106) (63, 55) (63, 85) (63, 90)
 (63, 106) (65, 90) (65, 106) (74, 60) (74, 79) (74, 82) (74, 85) (74, 89)
 (80, 41) (80, 55) (80, 85) (80, 89) (58, 79) (58, 82) (58, 89) (63, 41)
 (63, 89) (65, 41) (65, 89)]",1.0,54,26.887,"['move red C1', 'move blue C1', 'move red C', 'move red A1', 'uncover blue all', 'move red B', 'move green A1', 'fill nocolor A1', 'move red B2', 'move red C2', 'uncover red all', 'move blue C2', 'move blue B2', 'move blue B', 'move blue A1', 'move blue B1', 'move blue C', 'clear nocolor A2', 'move red B1']"
MtbTXANUqM,53968,uncover green all,"(73, 90)",146,8,"[(78, 62) (78, 79) (78, 82) (63, 62) (65, 62) (78, 90) (78, 106) (78, 41)
 (78, 57) (78, 68) (78, 84) (78, 87) (78, 89) (63, 57) (63, 68) (63, 84)
 (63, 87) (65, 57) (65, 68) (65, 84) (65, 87) (63, 82) (65, 82) (63, 79)
 (65, 79) (63, 90) (63, 106) (65, 90) (65, 106) (63, 41) (63, 89) (65, 41)
 (65, 89) (65, 45) (105, 106) (107, 106) (63, 47) (97, 62) (102, 68)
 (103, 68) (103, 84) (105, 89) (107, 87) (59, 57) (75, 41) (78, 45)
 (78, 47) (102, 106) (103, 106) (59, 90) (73, 41) (74, 57) (75, 90)
 (86, 89) (97, 82) (100, 62) (100, 79) (102, 87) (102, 89) (103, 87)
 (103, 89) (105, 68) (105, 84) (107, 68) (107, 84) (59, 62) (59, 79)
 (59, 82) (59, 89) (75, 68) (75, 84) (75, 87) (78, 40) (78, 55) (78, 56)
 (78, 85) (97, 90) (97, 106) (100, 90) (100, 106) (102, 90) (103, 90)
 (105, 90) (107, 90) (59, 68) (59, 106) (75, 62) (75, 106) (97, 41)
 (97, 57) (97, 68) (97, 84) (97, 87) (97, 89) (100, 41) (100, 57)
 (100, 68) (100, 84) (100, 87) (100, 89) (102, 41) (102, 57) (102, 62)
 (102, 79) (102, 82) (103, 41) (103, 57) (103, 62) (103, 79) (103, 82)
 (105, 41) (105, 57) (105, 62) (105, 79) (105, 82) (107, 41) (107, 57)
 (107, 62) (107, 79) (107, 82) (59, 84) (59, 87) (65, 40) (65, 56)
 (73, 62) (73, 79) (73, 82) (73, 89) (74, 68) (74, 84) (74, 87) (75, 79)
 (75, 82) (75, 89) (80, 57) (80, 68) (80, 84) (80, 87) (86, 41) (86, 62)
 (86, 79) (86, 82) (58, 41) (63, 40) (63, 56) (73, 68)]",0.0,33,15.945,"['move red C1', 'move red C', 'move red B', 'move red B2', 'move red C2', 'uncover red all', 'move red A2', 'move red B1']"
cPbriGMj7J,26365,clear nocolor A2,"(77, 54)",13,12,"[(75, 54) (75, 55) (75, 56) (77, 56) (75, 47) (75, 70) (77, 49) (77, 60)
 (77, 62) (77, 87) (77, 89) (75, 62) (77, 70)]",1.0,30,14.573,"['move red C1', 'move red C', 'move red A1', 'move red B', 'fill nocolor A1', 'move red B2', 'move red C2', 'uncover red all', 'cover blue all', 'move blue A1', 'clear nocolor A2', 'move red B1']"
cPbriGMj7J,26365,clear nocolor C,"(67, 94)",62,14,"[(102, 94) (104, 94) (105, 94) (107, 94) (102, 47) (102, 54) (102, 55)
 (102, 56) (102, 57) (102, 59) (102, 60) (102, 61) (102, 62) (102, 81)
 (102, 82) (104, 47) (104, 54) (104, 55) (104, 56) (104, 57) (104, 59)
 (104, 60) (104, 61) (104, 62) (104, 81) (104, 82) (105, 47) (105, 54)
 (105, 55) (105, 56) (105, 57) (105, 59) (105, 60) (105, 61) (105, 62)
 (105, 81) (105, 82) (107, 47) (107, 54) (107, 55) (107, 56) (107, 57)
 (107, 59) (107, 60) (107, 61) (107, 62) (107, 81) (107, 82) (88, 60)
 (88, 62) (88, 56) (88, 59) (67, 47) (67, 57) (67, 61) (67, 81) (67, 82)
 (67, 60) (67, 62) (88, 94) (67, 56) (67, 59)]",1.0,72,35.86,"['clear nocolor C', 'fill nocolor A2', 'move green A1', 'move red A', 'move green B2', 'move green B', 'uncover red all', 'move green B1', 'uncover green all', 'move red A2', 'move green A2', 'move green A', 'move green C2', 'clear nocolor C1']"
cPbriGMj7J,26365,cover blue all,"(73, 54)",78,0,"[(99, 47) (100, 47) (105, 70) (107, 70) (79, 47) (102, 70) (104, 70)
 (74, 59) (77, 56) (78, 47) (78, 56) (78, 59) (78, 70) (99, 54) (99, 55)
 (99, 56) (99, 59) (99, 70) (100, 54) (100, 55) (100, 56) (100, 59)
 (100, 70) (102, 47) (102, 54) (102, 55) (102, 56) (102, 59) (104, 47)
 (104, 54) (104, 55) (104, 56) (104, 59) (105, 47) (105, 54) (105, 55)
 (105, 56) (105, 59) (107, 47) (107, 54) (107, 55) (107, 56) (107, 59)
 (78, 54) (78, 55) (79, 54) (79, 55) (79, 56) (79, 59) (79, 70) (74, 70)
 (77, 70) (88, 56) (88, 59) (67, 47) (74, 54) (74, 55) (67, 70) (77, 54)
 (77, 55) (65, 54) (65, 55) (65, 56) (65, 59) (65, 70) (67, 56) (67, 59)
 (74, 47) (77, 47) (88, 47) (88, 54) (88, 55) (67, 54) (67, 55) (65, 81)
 (65, 82) (72, 55) (72, 56)]",0.0,74,36.306,[]
cPbriGMj7J,26365,cover red all,"(80, 60)",45,9,"[(102, 49) (104, 49) (105, 89) (107, 87) (79, 60) (79, 62) (99, 60)
 (99, 62) (100, 60) (100, 62) (102, 87) (102, 89) (104, 87) (104, 89)
 (105, 49) (107, 49) (72, 62) (73, 62) (79, 49) (99, 49) (99, 87) (99, 89)
 (100, 49) (100, 87) (100, 89) (102, 60) (102, 62) (104, 60) (104, 62)
 (105, 60) (105, 62) (107, 60) (107, 62) (72, 49) (72, 60) (72, 87)
 (72, 89) (73, 49) (73, 60) (73, 87) (73, 89) (79, 87) (79, 89) (65, 49)
 (75, 62)]",1.0,57,28.27,"['move blue C1', 'move blue A', 'uncover blue all', 'cover red all', 'move blue C2', 'move blue B2', 'move blue A1', 'move blue A2', 'move blue C']"
cPbriGMj7J,26365,fill nocolor B2,"(79, 81)",0,3,[],1.0,42,20.024,"['fill nocolor B2', 'move green B2', 'clear nocolor B1']"
cPbriGMj7J,26365,fill nocolor C1,"(105, 84)",2,4,"[(88, 49) (105, 49)]",1.0,42,20.65,"['move red C1', 'fill nocolor C1', 'clear nocolor C2', 'cover green all']"
cPbriGMj7J,26365,move green A2,"(79, 94)",5,6,"[(79, 57) (99, 94) (100, 94) (102, 94) (104, 94)]",1.0,37,17.839,"['fill nocolor A2', 'clear nocolor B1', 'uncover green all', 'clear nocolor B', 'move green A2', 'move green A']"
cPbriGMj7J,26365,move red B2,"(80, 81)",21,12,"[(80, 47) (78, 47) (78, 81) (78, 82) (105, 47) (105, 81) (105, 82)
 (107, 47) (107, 81) (107, 82) (77, 94) (67, 47) (67, 81) (67, 82)
 (74, 54) (74, 55) (77, 57) (74, 94) (74, 57) (77, 54) (77, 55)]",1.0,45,21.804,"['fill nocolor B2', 'move blue C1', 'move blue A', 'uncover blue all', 'move red B2', 'clear nocolor B1', 'move blue C2', 'move blue B2', 'move blue A1', 'move blue A2', 'move blue C', 'cover green all']"
cPbriGMj7J,26365,uncover green all,"(79, 54)",3,7,"[(79, 60) (79, 62) (79, 94)]",1.0,30,14.009,"['move green A1', 'fill nocolor A1', 'clear nocolor B1', 'uncover green all', 'cover blue all', 'clear nocolor B', 'move green A']"
cPbriGMj7J,26365,uncover red all,"(74, 94)",21,11,"[(67, 84) (67, 86) (78, 61) (78, 47) (78, 81) (78, 82) (78, 94) (78, 54)
 (78, 55) (78, 57) (78, 84) (78, 86) (77, 94) (67, 47) (67, 57) (67, 61)
 (67, 81) (67, 82) (74, 54) (74, 55) (77, 57)]",1.0,50,24.072,"['move red C1', 'move red C', 'move red B', 'fill nocolor A2', 'move red B2', 'clear nocolor A1', 'move red C2', 'uncover red all', 'move red A2', 'move blue A2', 'move red B1']"
eaQPMu21DT,26316,clear nocolor B1,"(79, 92)",15,6,"[(79, 64) (96, 64) (96, 65) (96, 81) (98, 64) (98, 65) (98, 81) (79, 40)
 (79, 55) (79, 65) (79, 69) (79, 81) (96, 92) (98, 92) (79, 54)]",1.0,45,21.505,"['move red A1', 'move red A', 'fill nocolor A1', 'uncover red all', 'clear nocolor B1', 'clear nocolor B']"
eaQPMu21DT,26316,clear nocolor C,"(84, 81)",42,7,"[(84, 54) (84, 59) (87, 40) (87, 55) (87, 61) (87, 64) (88, 65) (88, 75)
 (88, 78) (88, 80) (88, 81) (89, 54) (89, 59) (103, 92) (84, 40) (84, 65)
 (84, 92) (87, 54) (87, 92) (88, 40) (88, 59) (88, 92) (89, 40) (89, 65)
 (89, 92) (103, 40) (103, 54) (103, 55) (103, 59) (103, 61) (103, 64)
 (103, 65) (103, 75) (103, 78) (103, 80) (103, 81) (84, 55) (84, 61)
 (84, 64) (84, 75) (84, 78) (84, 80)]",1.0,72,35.244,"['fill nocolor B2', 'clear nocolor C', 'move green B2', 'move green B', 'uncover green all', 'cover blue all', 'clear nocolor C1']"
