ID,config,goal,goal_optimal,goal_type,total_moves,moveIDs
53463,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'red', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'blue', 'green', 'white', 'white', 'white', 'white', 'white', 'white', 'blue', 'blue', 'green', 'blue', 'white', 'green', 'white', 'white', 'green', 'white', 'blue', 'blue', 'white', 'green', 'red', 'white', 'white', 'white', 'blue', 'red', 'red', 'blue', 'green', 'red', 'blue', 'white', 'green', 'green', 'red', 'red', 'green', 'red', 'red', 'blue', 'red', 'green']",fill nocolor A1,11,fill,13,"[(75, 56), 'pass', (77, 54), (94, 36), (64, 37), (65, 38), (83, 20), (95, 19), (80, 18), 'pass', (82, 0), (85, 1), (86, 2)]"
53463,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'red', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'blue', 'green', 'white', 'white', 'white', 'white', 'white', 'white', 'blue', 'blue', 'green', 'blue', 'white', 'green', 'white', 'white', 'green', 'white', 'blue', 'blue', 'white', 'green', 'red', 'white', 'white', 'white', 'blue', 'red', 'red', 'blue', 'green', 'red', 'blue', 'white', 'green', 'green', 'red', 'red', 'green', 'red', 'red', 'blue', 'red', 'green']",fill nocolor C1,13,fill,14,"[(65, 84), 'pass', (64, 66), (82, 67), (83, 68), (80, 50), (77, 49), (55, 48), (75, 30), (74, 31), (73, 32), (72, 12), (99, 13), (100, 14)]"
53463,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'red', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'blue', 'green', 'white', 'white', 'white', 'white', 'white', 'white', 'blue', 'blue', 'green', 'blue', 'white', 'green', 'white', 'white', 'green', 'white', 'blue', 'blue', 'white', 'green', 'red', 'white', 'white', 'white', 'blue', 'red', 'red', 'blue', 'green', 'red', 'blue', 'white', 'green', 'green', 'red', 'red', 'green', 'red', 'red', 'blue', 'red', 'green']",clear nocolor A,12,clear,16,"[(55, 97), 'pass', (74, 79), (64, 78), (73, 84), 'pass', (72, 87), (65, 88), (90, 81), (91, 89), (75, 60), (92, 61), (77, 63), (94, 66), (93, 62), (95, 64)]"
53463,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'red', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'blue', 'green', 'white', 'white', 'white', 'white', 'white', 'white', 'blue', 'blue', 'green', 'blue', 'white', 'green', 'white', 'white', 'green', 'white', 'blue', 'blue', 'white', 'green', 'red', 'white', 'white', 'white', 'blue', 'red', 'red', 'blue', 'green', 'red', 'blue', 'white', 'green', 'green', 'red', 'red', 'green', 'red', 'red', 'blue', 'red', 'green']",clear nocolor C2,3,clear,3,"[(105, 84), (106, 66), (107, 46)]"
53463,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'red', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'blue', 'green', 'white', 'white', 'white', 'white', 'white', 'white', 'blue', 'blue', 'green', 'blue', 'white', 'green', 'white', 'white', 'green', 'white', 'blue', 'blue', 'white', 'green', 'red', 'white', 'white', 'white', 'blue', 'red', 'red', 'blue', 'green', 'red', 'blue', 'white', 'green', 'green', 'red', 'red', 'green', 'red', 'red', 'blue', 'red', 'green']",move green A1,9,move,13,"[(80, 56), (98, 54), (99, 36), (64, 37), (102, 38), (65, 18), (85, 19), (103, 20), (20, 97), 'pass', (77, 20), (94, 0), (107, 1)]"
53463,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'red', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'blue', 'green', 'white', 'white', 'white', 'white', 'white', 'white', 'blue', 'blue', 'green', 'blue', 'white', 'green', 'white', 'white', 'green', 'white', 'blue', 'blue', 'white', 'green', 'red', 'white', 'white', 'white', 'blue', 'red', 'red', 'blue', 'green', 'red', 'blue', 'white', 'green', 'green', 'red', 'red', 'green', 'red', 'red', 'blue', 'red', 'green']",move red C2,17,move,17,"[(55, 87), (73, 69), (91, 88), (74, 62), (92, 89), (77, 57), (95, 70), (86, 71), (104, 53), (85, 84), (64, 97), (82, 79), (100, 52), (103, 51), (65, 81), (83, 63), (101, 33)]"
53463,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'red', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'blue', 'green', 'white', 'white', 'white', 'white', 'white', 'white', 'blue', 'blue', 'green', 'blue', 'white', 'green', 'white', 'white', 'green', 'white', 'blue', 'blue', 'white', 'green', 'red', 'white', 'white', 'white', 'blue', 'red', 'red', 'blue', 'green', 'red', 'blue', 'white', 'green', 'green', 'red', 'red', 'green', 'red', 'red', 'blue', 'red', 'green']",uncover red all,10,uncover,21,"[(64, 97), (82, 78), (85, 81), (107, 63), (74, 76), (102, 58), (77, 102), 'pass', (55, 107), (92, 88), (73, 54), (91, 70), (70, 91), 'pass', (65, 79), 'pass', (86, 92), 'pass', (83, 62), (58, 61), (88, 87)]"
53463,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'red', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'blue', 'green', 'white', 'white', 'white', 'white', 'white', 'white', 'blue', 'blue', 'green', 'blue', 'white', 'green', 'white', 'white', 'green', 'white', 'blue', 'blue', 'white', 'green', 'red', 'white', 'white', 'white', 'blue', 'red', 'red', 'blue', 'green', 'red', 'blue', 'white', 'green', 'green', 'red', 'red', 'green', 'red', 'red', 'blue', 'red', 'green']",cover red all,3,cover,7,"[(64, 88), 'pass', (65, 68), (82, 89), (80, 82), (75, 76), (72, 37)]"
53463,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'red', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'blue', 'green', 'white', 'white', 'white', 'white', 'white', 'white', 'blue', 'blue', 'green', 'blue', 'white', 'green', 'white', 'white', 'green', 'white', 'blue', 'blue', 'white', 'green', 'red', 'white', 'white', 'white', 'blue', 'red', 'red', 'blue', 'green', 'red', 'blue', 'white', 'green', 'green', 'red', 'red', 'green', 'red', 'red', 'blue', 'red', 'green']",cover blue all,5,cover,9,"[(80, 57), 'pass', (106, 87), (86, 84), (98, 78), (107, 69), (99, 46), (104, 66), (74, 54)]"
53463,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'red', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'blue', 'green', 'white', 'white', 'white', 'white', 'white', 'white', 'blue', 'blue', 'green', 'blue', 'white', 'green', 'white', 'white', 'green', 'white', 'blue', 'blue', 'white', 'green', 'red', 'white', 'white', 'white', 'blue', 'red', 'red', 'blue', 'green', 'red', 'blue', 'white', 'green', 'green', 'red', 'red', 'green', 'red', 'red', 'blue', 'red', 'green']",uncover blue all,5,uncover,7,"[(55, 97), 'pass', (64, 89), 'pass', (65, 84), (72, 56), (75, 76)]"
