ID,goal_type,model,parameter1,parameter2,NLL
49030,clear,sal_prag,-1.3561368635536628,4.033923864851217e-08,22.692297584605612
49030,clear,literal,38.91852707912135,,16.718304835858998
49030,clear,pragmatic,0.7187499036781304,0.33971691695632156,27.785208808055277
49030,cover,sal_prag,0.9692162416115946,0.9642696242759954,64.89956786620033
49030,cover,literal,38.91852707912135,,80.83494418763013
49030,cover,pragmatic,2.690202572446962,11.148770199439198,64.17141348869512
49030,fill,sal_prag,0.9195303720088591,0.9440466344601136,67.31796033707101
49030,fill,literal,38.91852707912135,,42.27005353185191
49030,fill,pragmatic,0.2455858925823047,0.7972788146686793,70.37543469067128
49030,move,sal_prag,0.6194670848266159,0.9823754892253103,155.9175717984699
49030,move,literal,38.91852707912135,,389.8049834458095
49030,move,pragmatic,0.10900333389440457,0.17362346692127614,160.81297586974978
49030,uncover,sal_prag,1.3939277800905867,1.2456582128191267,46.714499040535856
49030,uncover,literal,38.91852707912135,,31.729550815720238
49030,uncover,pragmatic,0.5375556480885821,0.23945017377817468,55.51104895739471
