ID,config,goal,goal_optimal,goal_type,total_moves,moveIDs
32385,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'blue', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'green', 'blue', 'red', 'white', 'white', 'white', 'green', 'white', 'green', 'white', 'green', 'white', 'red', 'red', 'white', 'white', 'green', 'white', 'green', 'red', 'blue', 'white', 'blue', 'green', 'red', 'white', 'blue', 'blue', 'red', 'green', 'green', 'red', 'red', 'blue', 'red', 'blue', 'green', 'blue', 'blue', 'red']",uncover blue all,5,uncover,9,"[(76, 93), (78, 75), (70, 89), (96, 71), (69, 70), (87, 53), (70, 96), (88, 78), (78, 79)]"
32385,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'blue', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'green', 'blue', 'red', 'white', 'white', 'white', 'green', 'white', 'green', 'white', 'green', 'white', 'red', 'red', 'white', 'white', 'green', 'white', 'green', 'red', 'blue', 'white', 'blue', 'green', 'red', 'white', 'blue', 'blue', 'red', 'green', 'green', 'red', 'red', 'blue', 'red', 'blue', 'green', 'blue', 'blue', 'red']",cover green all,6,cover,9,"[(69, 50), (70, 89), (103, 66), (101, 63), (95, 58), (90, 73), (100, 60), 'pass', (63, 79)]"
32385,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'blue', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'green', 'blue', 'red', 'white', 'white', 'white', 'green', 'white', 'green', 'white', 'green', 'white', 'red', 'red', 'white', 'white', 'green', 'white', 'green', 'red', 'blue', 'white', 'blue', 'green', 'red', 'white', 'blue', 'blue', 'red', 'green', 'green', 'red', 'red', 'blue', 'red', 'blue', 'green', 'blue', 'blue', 'red']",cover red all,5,cover,11,"[(97, 62), (56, 77), (100, 63), (70, 89), (101, 45), (78, 44), (44, 78), (69, 70), (70, 69), 'pass', (68, 71)]"
32385,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'blue', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'green', 'blue', 'red', 'white', 'white', 'white', 'green', 'white', 'green', 'white', 'green', 'white', 'red', 'red', 'white', 'white', 'green', 'white', 'green', 'red', 'blue', 'white', 'blue', 'green', 'red', 'white', 'blue', 'blue', 'red', 'green', 'green', 'red', 'red', 'blue', 'red', 'blue', 'green', 'blue', 'blue', 'red']",move blue A1,11,move,11,"[(95, 73), (76, 60), (94, 72), (101, 55), (69, 54), (103, 36), (87, 89), (105, 37), (70, 71), (88, 38), (106, 18)]"
32385,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'blue', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'green', 'blue', 'red', 'white', 'white', 'white', 'green', 'white', 'green', 'white', 'green', 'white', 'red', 'red', 'white', 'white', 'green', 'white', 'green', 'red', 'blue', 'white', 'blue', 'green', 'red', 'white', 'blue', 'blue', 'red', 'green', 'green', 'red', 'red', 'blue', 'red', 'blue', 'green', 'blue', 'blue', 'red']",move green B,8,move,9,"[(76, 79), (80, 63), (84, 80), (68, 60), (86, 61), (104, 62), (91, 44), (56, 72), (74, 43)]"
32385,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'blue', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'green', 'blue', 'red', 'white', 'white', 'white', 'green', 'white', 'green', 'white', 'green', 'white', 'red', 'red', 'white', 'white', 'green', 'white', 'green', 'red', 'blue', 'white', 'blue', 'green', 'red', 'white', 'blue', 'blue', 'red', 'green', 'green', 'red', 'red', 'blue', 'red', 'blue', 'green', 'blue', 'blue', 'red']",uncover red all,6,uncover,7,"[(78, 79), (84, 50), (69, 85), (101, 67), (81, 101), (56, 93), (74, 72)]"
32385,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'blue', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'green', 'blue', 'red', 'white', 'white', 'white', 'green', 'white', 'green', 'white', 'green', 'white', 'red', 'red', 'white', 'white', 'green', 'white', 'green', 'red', 'blue', 'white', 'blue', 'green', 'red', 'white', 'blue', 'blue', 'red', 'green', 'green', 'red', 'red', 'blue', 'red', 'blue', 'green', 'blue', 'blue', 'red']",clear nocolor C,13,clear,21,"[(84, 82), (69, 85), (85, 83), (78, 79), (68, 65), (70, 89), (89, 63), (91, 64), (88, 85), (56, 77), (87, 45), 'pass', (85, 59), (103, 41), (102, 62), (96, 44), (86, 96), (104, 78), (105, 93), (106, 75), (107, 58)]"
32385,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'blue', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'green', 'blue', 'red', 'white', 'white', 'white', 'green', 'white', 'green', 'white', 'green', 'white', 'red', 'red', 'white', 'white', 'green', 'white', 'green', 'red', 'blue', 'white', 'blue', 'green', 'red', 'white', 'blue', 'blue', 'red', 'green', 'green', 'red', 'red', 'blue', 'red', 'blue', 'green', 'blue', 'blue', 'red']",fill nocolor C2,11,fill,11,"[(68, 89), (84, 71), (86, 53), (104, 35), (103, 51), (102, 52), (101, 33), (81, 34), (100, 16), (99, 17), (56, 15)]"
32385,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'blue', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'green', 'blue', 'red', 'white', 'white', 'white', 'green', 'white', 'green', 'white', 'green', 'white', 'red', 'red', 'white', 'white', 'green', 'white', 'green', 'red', 'blue', 'white', 'blue', 'green', 'red', 'white', 'blue', 'blue', 'red', 'green', 'green', 'red', 'red', 'blue', 'red', 'blue', 'green', 'blue', 'blue', 'red']",clear nocolor A2,3,clear,3,"[(76, 73), (94, 72), (95, 54)]"
32385,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'blue', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'green', 'blue', 'red', 'white', 'white', 'white', 'green', 'white', 'green', 'white', 'green', 'white', 'red', 'red', 'white', 'white', 'green', 'white', 'green', 'red', 'blue', 'white', 'blue', 'green', 'red', 'white', 'blue', 'blue', 'red', 'green', 'green', 'red', 'red', 'blue', 'red', 'blue', 'green', 'blue', 'blue', 'red']",fill nocolor A2,15,fill,15,"[(56, 93), (90, 75), (74, 77), (91, 59), (92, 58), (80, 57), (78, 41), (97, 23), (98, 5), (96, 40), (81, 39), (99, 22), (100, 21), (101, 3), (84, 4)]"
