ID,config,goal,goal_optimal,goal_type,total_moves,moveIDs
50151,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'green', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'blue', 'white', 'white', 'red', 'red', 'blue', 'red', 'green', 'green', 'green', 'blue', 'white', 'green', 'white', 'blue', 'red', 'red', 'green', 'blue', 'blue', 'white', 'red', 'green', 'blue', 'green', 'green', 'red', 'blue', 'red', 'blue', 'blue', 'red', 'green', 'red']",clear nocolor B,13,clear,17,"[(78, 59), (74, 78), (78, 74), 'pass', (79, 56), (97, 38), (80, 94), (89, 76), (96, 73), (98, 55), (81, 37), (64, 19), (82, 20), (83, 2), (99, 1), (100, 72), (101, 54)]"
50151,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'green', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'blue', 'white', 'white', 'red', 'red', 'blue', 'red', 'green', 'green', 'green', 'blue', 'white', 'green', 'white', 'blue', 'red', 'red', 'green', 'blue', 'blue', 'white', 'red', 'green', 'blue', 'green', 'green', 'red', 'blue', 'red', 'blue', 'blue', 'red', 'green', 'red']",cover blue all,6,cover,19,"[(91, 56), (64, 38), (77, 75), (95, 57), (81, 61), 'pass', (82, 66), (83, 48), (48, 83), (66, 65), (65, 66), (86, 48), (48, 86), 'pass', (38, 85), (61, 67), (67, 61), 'pass', (57, 70)]"
50151,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'green', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'blue', 'white', 'white', 'red', 'red', 'blue', 'red', 'green', 'green', 'green', 'blue', 'white', 'green', 'white', 'blue', 'red', 'red', 'green', 'blue', 'blue', 'white', 'red', 'green', 'blue', 'green', 'green', 'red', 'blue', 'red', 'blue', 'blue', 'red', 'green', 'red']",clear nocolor A1,4,clear,4,"[(74, 60), (92, 61), (91, 62), (90, 87)]"
50151,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'green', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'blue', 'white', 'white', 'red', 'red', 'blue', 'red', 'green', 'green', 'green', 'blue', 'white', 'green', 'white', 'blue', 'red', 'red', 'green', 'blue', 'blue', 'white', 'red', 'green', 'blue', 'green', 'green', 'red', 'blue', 'red', 'blue', 'blue', 'red', 'green', 'red']",uncover green all,5,uncover,11,"[(80, 56), (78, 72), (88, 61), (86, 80), (80, 86), (98, 85), (81, 94), (99, 76), (76, 99), 'pass', (64, 98)]"
50151,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'green', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'blue', 'white', 'white', 'red', 'red', 'blue', 'red', 'green', 'green', 'green', 'blue', 'white', 'green', 'white', 'blue', 'red', 'red', 'green', 'blue', 'blue', 'white', 'red', 'green', 'blue', 'green', 'green', 'red', 'blue', 'red', 'blue', 'blue', 'red', 'green', 'red']",fill nocolor B2,11,fill,13,"[(74, 63), (92, 61), (61, 45), (79, 27), (91, 9), (90, 79), (79, 46), (80, 28), (93, 10), (77, 65), (95, 47), (78, 29), (96, 11)]"
50151,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'green', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'blue', 'white', 'white', 'red', 'red', 'blue', 'red', 'green', 'green', 'green', 'blue', 'white', 'green', 'white', 'blue', 'red', 'red', 'green', 'blue', 'blue', 'white', 'red', 'green', 'blue', 'green', 'green', 'red', 'blue', 'red', 'blue', 'blue', 'red', 'green', 'red']",move blue B2,10,move,20,"[(74, 60), (90, 62), (62, 94), (80, 76), (93, 63), (76, 87), (92, 45), (91, 80), (60, 27), (77, 85), (79, 9), (97, 46), (84, 28), 'pass', (88, 10), (87, 84), (86, 62), (85, 60), (103, 65), (104, 47)]"
50151,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'green', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'blue', 'white', 'white', 'red', 'red', 'blue', 'red', 'green', 'green', 'green', 'blue', 'white', 'green', 'white', 'blue', 'red', 'red', 'green', 'blue', 'blue', 'white', 'red', 'green', 'blue', 'green', 'green', 'red', 'blue', 'red', 'blue', 'blue', 'red', 'green', 'red']",cover green all,5,cover,11,"[(74, 73), (93, 74), (80, 63), (98, 65), (65, 98), (83, 80), (74, 62), (92, 44), (89, 46), 'pass', (84, 68)]"
50151,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'green', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'blue', 'white', 'white', 'red', 'red', 'blue', 'red', 'green', 'green', 'green', 'blue', 'white', 'green', 'white', 'blue', 'red', 'red', 'green', 'blue', 'blue', 'white', 'red', 'green', 'blue', 'green', 'green', 'red', 'blue', 'red', 'blue', 'blue', 'red', 'green', 'red']",uncover blue all,4,uncover,9,"[(74, 94), (92, 76), (76, 92), 'pass', (79, 60), 'pass', (86, 87), (81, 59), (83, 46)]"
50151,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'green', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'blue', 'white', 'white', 'red', 'red', 'blue', 'red', 'green', 'green', 'green', 'blue', 'white', 'green', 'white', 'blue', 'red', 'red', 'green', 'blue', 'blue', 'white', 'red', 'green', 'blue', 'green', 'green', 'red', 'blue', 'red', 'blue', 'blue', 'red', 'green', 'red']",move green A,12,move,14,"[(81, 56), (64, 66), (66, 38), (86, 20), (82, 2), (83, 61), (61, 73), (80, 82), (98, 55), (99, 37), (78, 61), (96, 19), (88, 71), (106, 1)]"
50151,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'green', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'blue', 'white', 'white', 'red', 'red', 'blue', 'red', 'green', 'green', 'green', 'blue', 'white', 'green', 'white', 'blue', 'red', 'red', 'green', 'blue', 'blue', 'white', 'red', 'green', 'blue', 'green', 'green', 'red', 'blue', 'red', 'blue', 'blue', 'red', 'green', 'red']",fill nocolor B1,12,fill,12,"[(64, 62), (84, 61), (88, 43), (103, 25), (89, 44), (107, 26), (106, 8), (105, 7), (102, 60), (86, 42), (104, 24), (93, 6)]"
