ID,config,goal,goal_optimal,goal_type,total_moves,moveIDs
22765,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'green', 'white', 'red', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'green', 'blue', 'green', 'white', 'blue', 'white', 'red', 'white', 'blue', 'red', 'green', 'red', 'white', 'white', 'blue', 'white', 'white', 'white', 'green', 'red', 'green', 'blue', 'red', 'red', 'blue', 'green', 'blue', 'red', 'green', 'green', 'red', 'green', 'blue', 'blue', 'blue', 'red']",fill nocolor C2,15,fill,18,"[(86, 87), 'pass', (56, 89), 'pass', (80, 88), (76, 70), (93, 69), (78, 71), (94, 53), (73, 52), (104, 51), (95, 35), (91, 17), (98, 34), (96, 33), 'pass', (83, 16), (102, 15)]"
22765,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'green', 'white', 'red', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'green', 'blue', 'green', 'white', 'blue', 'white', 'red', 'white', 'blue', 'red', 'green', 'red', 'white', 'white', 'blue', 'white', 'white', 'white', 'green', 'red', 'green', 'blue', 'red', 'red', 'blue', 'green', 'blue', 'red', 'green', 'green', 'red', 'green', 'blue', 'blue', 'blue', 'red']",cover red all,7,cover,19,"[(105, 85), (106, 84), (84, 64), 'pass', (102, 106), (81, 105), (83, 87), (99, 88), (78, 89), (56, 69), (95, 70), (85, 99), (76, 79), (94, 71), (73, 56), (91, 51), (56, 52), (93, 53), (64, 33)]"
22765,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'green', 'white', 'red', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'green', 'blue', 'green', 'white', 'blue', 'white', 'red', 'white', 'blue', 'red', 'green', 'red', 'white', 'white', 'blue', 'white', 'white', 'white', 'green', 'red', 'green', 'blue', 'red', 'red', 'blue', 'green', 'blue', 'red', 'green', 'green', 'red', 'green', 'blue', 'blue', 'blue', 'red']",uncover red all,3,uncover,109,"[(73, 75), 'pass', (76, 57), 'pass', (81, 65), 'pass', (99, 47), 'pass', (102, 29), (78, 11), (82, 87), (100, 69), (107, 100), (106, 39), (95, 82), (91, 64), (94, 46), (56, 28), (11, 99), (29, 81), (47, 63), (65, 45), (83, 27), (69, 106), (101, 68), 'pass', (28, 101), (27, 83), (46, 62), 'pass', (45, 79), 'pass', (64, 50), 'pass', (83, 69), (63, 88), (82, 44), 'pass', (81, 21), (99, 56), (100, 38), (101, 20), (96, 99), 'pass', (79, 26), 'pass', (88, 32), 'pass', (69, 14), (97, 8), (8, 91), (103, 73), (21, 2), 'pass', (87, 55), (106, 36), (105, 21), (99, 3), (26, 100), (44, 82), (62, 64), (14, 46), (46, 102), (64, 84), (82, 101), 'pass', (101, 14), 'pass', (100, 66), 'pass', (80, 99), (98, 81), (81, 100), 'pass', (99, 82), 'pass', (14, 97), (32, 79), (79, 48), (97, 30), (82, 99), 'pass', (100, 81), 'pass', (50, 12), (68, 18), (86, 37), (104, 19), (81, 0), (99, 1), (2, 96), (20, 78), (38, 60), (56, 42), (3, 56), (21, 38), (39, 20), (57, 2), (42, 97), 'pass', (60, 98), 'pass', (78, 100), 'pass', (12, 99), (30, 101), (48, 103), (66, 104), (84, 105)]"
22765,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'green', 'white', 'red', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'green', 'blue', 'green', 'white', 'blue', 'white', 'red', 'white', 'blue', 'red', 'green', 'red', 'white', 'white', 'blue', 'white', 'white', 'white', 'green', 'red', 'green', 'blue', 'red', 'red', 'blue', 'green', 'blue', 'red', 'green', 'green', 'red', 'green', 'blue', 'blue', 'blue', 'red']",fill nocolor B2,12,fill,15,"[(86, 63), 'pass', (103, 64), 'pass', (80, 65), 'pass', (104, 47), (105, 45), (107, 46), (106, 29), (78, 28), (96, 27), (97, 10), (98, 11), (102, 9)]"
22765,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'green', 'white', 'red', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'green', 'blue', 'green', 'white', 'blue', 'white', 'red', 'white', 'blue', 'red', 'green', 'red', 'white', 'white', 'blue', 'white', 'white', 'white', 'green', 'red', 'green', 'blue', 'red', 'red', 'blue', 'green', 'blue', 'red', 'green', 'green', 'red', 'green', 'blue', 'blue', 'blue', 'red']",clear nocolor B2,6,clear,9,"[(83, 88), 'pass', (82, 84), 'pass', (81, 85), 'pass', (99, 79), (100, 62), (101, 66)]"
22765,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'green', 'white', 'red', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'green', 'blue', 'green', 'white', 'blue', 'white', 'red', 'white', 'blue', 'red', 'green', 'red', 'white', 'white', 'blue', 'white', 'white', 'white', 'green', 'red', 'green', 'blue', 'red', 'red', 'blue', 'green', 'blue', 'red', 'green', 'green', 'red', 'green', 'blue', 'blue', 'blue', 'red']",move green B1,11,move,16,"[(78, 87), (80, 88), (82, 79), 'pass', (100, 61), (83, 69), (101, 43), (54, 25), (98, 100), (56, 89), (74, 98), (72, 80), (90, 62), (92, 44), (96, 75), (103, 26)]"
22765,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'green', 'white', 'red', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'green', 'blue', 'green', 'white', 'blue', 'white', 'red', 'white', 'blue', 'red', 'green', 'red', 'white', 'white', 'blue', 'white', 'white', 'white', 'green', 'red', 'green', 'blue', 'red', 'red', 'blue', 'green', 'blue', 'red', 'green', 'green', 'red', 'green', 'blue', 'blue', 'blue', 'red']",clear nocolor A,12,clear,15,"[(76, 79), 'pass', (95, 60), 'pass', (94, 62), (93, 61), (56, 63), (73, 64), (91, 65), 'pass', (74, 42), (92, 43), (54, 44), (72, 24), (90, 26)]"
22765,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'green', 'white', 'red', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'green', 'blue', 'green', 'white', 'blue', 'white', 'red', 'white', 'blue', 'red', 'green', 'red', 'white', 'white', 'blue', 'white', 'white', 'white', 'green', 'red', 'green', 'blue', 'red', 'red', 'blue', 'green', 'blue', 'red', 'green', 'green', 'red', 'green', 'blue', 'blue', 'blue', 'red']",cover green all,4,cover,12,"[(103, 64), 'pass', (54, 63), (102, 65), (78, 54), 'pass', (86, 79), 'pass', (76, 78), (104, 62), (106, 45), (105, 46)]"
22765,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'green', 'white', 'red', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'green', 'blue', 'green', 'white', 'blue', 'white', 'red', 'white', 'blue', 'red', 'green', 'red', 'white', 'white', 'blue', 'white', 'white', 'white', 'green', 'red', 'green', 'blue', 'red', 'red', 'blue', 'green', 'blue', 'red', 'green', 'green', 'red', 'green', 'blue', 'blue', 'blue', 'red']",uncover green all,6,uncover,18,"[(86, 87), (80, 88), (81, 89), (104, 69), (102, 70), (83, 71), (82, 102), (54, 104), (99, 51), (78, 52), (97, 99), (56, 53), (98, 33), (76, 34), (96, 35), (73, 15), (74, 98), (72, 97)]"
22765,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'green', 'white', 'red', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'green', 'blue', 'green', 'white', 'blue', 'white', 'red', 'white', 'blue', 'red', 'green', 'red', 'white', 'white', 'blue', 'white', 'white', 'white', 'green', 'red', 'green', 'blue', 'red', 'red', 'blue', 'green', 'blue', 'red', 'green', 'green', 'red', 'green', 'blue', 'blue', 'blue', 'red']",move blue B2,11,move,24,"[(81, 85), 'pass', (99, 89), 'pass', (82, 67), 'pass', (83, 84), 'pass', (100, 66), (101, 68), (68, 48), 'pass', (86, 99), (80, 100), (104, 101), (105, 81), (106, 83), (76, 82), (98, 63), (73, 64), (78, 98), 'pass', (96, 65), (93, 45)]"
