ID,config,goal,goal_optimal,goal_type,total_moves,moveIDs
53968,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'green', 'red', 'white', 'white', 'white', 'green', 'white', 'green', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'green', 'green', 'blue', 'red', 'red', 'green', 'white', 'red', 'blue', 'white', 'green', 'white', 'white', 'blue', 'white', 'white', 'white', 'white', 'red', 'blue', 'blue', 'blue', 'red', 'green', 'red', 'blue', 'green', 'red', 'blue', 'blue', 'green', 'red', 'blue', 'white', 'red']",cover blue all,4,cover,9,"[(86, 106), (104, 89), (103, 57), 'pass', (89, 84), 'pass', (107, 87), 'pass', (65, 88)]"
53968,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'green', 'red', 'white', 'white', 'white', 'green', 'white', 'green', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'green', 'green', 'blue', 'red', 'red', 'green', 'white', 'red', 'blue', 'white', 'green', 'white', 'white', 'blue', 'white', 'white', 'white', 'white', 'red', 'blue', 'blue', 'blue', 'red', 'green', 'red', 'blue', 'green', 'red', 'blue', 'blue', 'green', 'red', 'blue', 'white', 'red']",clear nocolor B1,5,clear,12,"[(97, 106), (63, 60), (60, 90), (65, 97), (97, 72), 'pass', (78, 88), (83, 70), (96, 83), 'pass', (80, 82), (98, 68)]"
53968,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'green', 'red', 'white', 'white', 'white', 'green', 'white', 'green', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'green', 'green', 'blue', 'red', 'red', 'green', 'white', 'red', 'blue', 'white', 'green', 'white', 'white', 'blue', 'white', 'white', 'white', 'white', 'red', 'blue', 'blue', 'blue', 'red', 'green', 'red', 'blue', 'green', 'red', 'blue', 'blue', 'green', 'red', 'blue', 'white', 'red']",fill nocolor C1,14,fill,14,"[(65, 85), (83, 84), (63, 66), (81, 68), (100, 67), (101, 50), (59, 49), (99, 48), (80, 30), (98, 32), (58, 31), (97, 12), (76, 13), (107, 14)]"
53968,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'green', 'red', 'white', 'white', 'white', 'green', 'white', 'green', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'green', 'green', 'blue', 'red', 'red', 'green', 'white', 'red', 'blue', 'white', 'green', 'white', 'white', 'blue', 'white', 'white', 'white', 'white', 'red', 'blue', 'blue', 'blue', 'red', 'green', 'red', 'blue', 'green', 'red', 'blue', 'blue', 'green', 'red', 'blue', 'white', 'red']",move green A1,9,move,11,"[(58, 90), (107, 72), (72, 84), (63, 56), (78, 72), (65, 38), (96, 54), (83, 55), (103, 37), (81, 83), (99, 36)]"
53968,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'green', 'red', 'white', 'white', 'white', 'green', 'white', 'green', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'green', 'green', 'blue', 'red', 'red', 'green', 'white', 'red', 'blue', 'white', 'green', 'white', 'white', 'blue', 'white', 'white', 'white', 'white', 'red', 'blue', 'blue', 'blue', 'red', 'green', 'red', 'blue', 'green', 'red', 'blue', 'blue', 'green', 'red', 'blue', 'white', 'red']",cover green all,7,cover,7,"[(59, 40), (80, 45), (75, 55), (86, 47), (98, 60), (105, 85), (93, 56)]"
53968,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'green', 'red', 'white', 'white', 'white', 'green', 'white', 'green', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'green', 'green', 'blue', 'red', 'red', 'green', 'white', 'red', 'blue', 'white', 'green', 'white', 'white', 'blue', 'white', 'white', 'white', 'white', 'red', 'blue', 'blue', 'blue', 'red', 'green', 'red', 'blue', 'green', 'red', 'blue', 'blue', 'green', 'red', 'blue', 'white', 'red']",uncover blue all,8,uncover,10,"[(63, 79), (65, 82), (74, 55), (86, 57), (57, 86), (80, 89), (83, 64), (58, 60), (75, 37), (76, 41)]"
53968,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'green', 'red', 'white', 'white', 'white', 'green', 'white', 'green', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'green', 'green', 'blue', 'red', 'red', 'green', 'white', 'red', 'blue', 'white', 'green', 'white', 'white', 'blue', 'white', 'white', 'white', 'white', 'red', 'blue', 'blue', 'blue', 'red', 'green', 'red', 'blue', 'green', 'red', 'blue', 'blue', 'green', 'red', 'blue', 'white', 'red']",uncover green all,4,uncover,4,"[(78, 90), (65, 106), (63, 79), (81, 89)]"
53968,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'green', 'red', 'white', 'white', 'white', 'green', 'white', 'green', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'green', 'green', 'blue', 'red', 'red', 'green', 'white', 'red', 'blue', 'white', 'green', 'white', 'white', 'blue', 'white', 'white', 'white', 'white', 'red', 'blue', 'blue', 'blue', 'red', 'green', 'red', 'blue', 'green', 'red', 'blue', 'blue', 'green', 'red', 'blue', 'white', 'red']",move blue C1,15,move,17,"[(105, 84), (107, 62), (75, 85), (93, 68), (63, 60), (81, 66), (74, 90), (92, 67), (62, 72), (80, 55), (98, 48), (58, 37), (65, 98), (76, 41), (94, 49), (83, 82), (101, 50)]"
53968,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'green', 'red', 'white', 'white', 'white', 'green', 'white', 'green', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'green', 'green', 'blue', 'red', 'red', 'green', 'white', 'red', 'blue', 'white', 'green', 'white', 'white', 'blue', 'white', 'white', 'white', 'white', 'red', 'blue', 'blue', 'blue', 'red', 'green', 'red', 'blue', 'green', 'red', 'blue', 'blue', 'green', 'red', 'blue', 'white', 'red']",clear nocolor C,6,clear,7,"[(86, 60), (73, 90), (104, 42), (103, 82), (105, 62), (102, 44), (107, 64)]"
53968,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'green', 'red', 'white', 'white', 'white', 'green', 'white', 'green', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'green', 'green', 'blue', 'red', 'red', 'green', 'white', 'red', 'blue', 'white', 'green', 'white', 'white', 'blue', 'white', 'white', 'white', 'white', 'red', 'blue', 'blue', 'blue', 'red', 'green', 'red', 'blue', 'green', 'red', 'blue', 'blue', 'green', 'red', 'blue', 'white', 'red']",fill nocolor B1,13,fill,16,"[(75, 79), (58, 106), (59, 61), (76, 85), (77, 60), (95, 47), (94, 43), (93, 62), (63, 44), (81, 42), (47, 26), (65, 25), (85, 24), (83, 7), (101, 6), (86, 8)]"
