ID,config,goal,goal_optimal,goal_type,total_moves,moveIDs
85713,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'green', 'blue', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'red', 'red', 'white', 'white', 'white', 'white', 'red', 'blue', 'blue', 'red', 'blue', 'white', 'white', 'red', 'white', 'white', 'white', 'white', 'red', 'green', 'red', 'blue', 'white', 'red', 'blue', 'green', 'green', 'green', 'green', 'green', 'red', 'red', 'green', 'green', 'white', 'green', 'blue', 'blue', 'blue', 'blue']",move blue B2,17,move,19,"[(78, 82), 'pass', (59, 83), (91, 65), (89, 64), (75, 63), (107, 45), (74, 91), (92, 46), (58, 75), (76, 47), (88, 107), (106, 27), (69, 106), (87, 89), (105, 28), (68, 88), (86, 105), (104, 29)]"
85713,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'green', 'blue', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'red', 'red', 'white', 'white', 'white', 'white', 'red', 'blue', 'blue', 'red', 'blue', 'white', 'white', 'red', 'white', 'white', 'white', 'white', 'red', 'green', 'red', 'blue', 'white', 'red', 'blue', 'green', 'green', 'green', 'green', 'green', 'red', 'red', 'green', 'green', 'white', 'green', 'blue', 'blue', 'blue', 'blue']",fill nocolor A1,15,fill,20,"[(58, 90), (78, 80), (59, 72), 'pass', (80, 73), 'pass', (81, 56), (98, 54), (96, 55), 'pass', (77, 36), 'pass', (75, 37), (97, 38), (76, 20), (99, 19), (93, 18), (100, 1), (94, 0), (101, 2)]"
85713,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'green', 'blue', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'red', 'red', 'white', 'white', 'white', 'white', 'red', 'blue', 'blue', 'red', 'blue', 'white', 'white', 'red', 'white', 'white', 'white', 'white', 'red', 'green', 'red', 'blue', 'white', 'red', 'blue', 'green', 'green', 'green', 'green', 'green', 'red', 'red', 'green', 'green', 'white', 'green', 'blue', 'blue', 'blue', 'blue']",fill nocolor C2,11,fill,14,"[(68, 70), 'pass', (81, 71), 'pass', (78, 51), (59, 53), (99, 52), 'pass', (86, 35), (98, 33), (103, 17), (58, 15), (101, 34), (100, 16)]"
85713,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'green', 'blue', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'red', 'red', 'white', 'white', 'white', 'white', 'red', 'blue', 'blue', 'red', 'blue', 'white', 'white', 'red', 'white', 'white', 'white', 'white', 'red', 'green', 'red', 'blue', 'white', 'red', 'blue', 'green', 'green', 'green', 'green', 'green', 'red', 'red', 'green', 'green', 'white', 'green', 'blue', 'blue', 'blue', 'blue']",cover blue all,4,cover,7,"[(81, 57), (74, 41), (101, 74), (100, 90), (98, 60), (97, 42), (99, 71)]"
85713,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'green', 'blue', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'red', 'red', 'white', 'white', 'white', 'white', 'red', 'blue', 'blue', 'red', 'blue', 'white', 'white', 'red', 'white', 'white', 'white', 'white', 'red', 'green', 'red', 'blue', 'white', 'red', 'blue', 'green', 'green', 'green', 'green', 'green', 'red', 'red', 'green', 'green', 'white', 'green', 'blue', 'blue', 'blue', 'blue']",clear nocolor C,11,clear,14,"[(68, 90), (74, 72), (69, 73), (86, 54), (103, 74), (104, 69), (89, 55), (69, 56), (88, 36), (81, 18), (87, 37), (105, 38), (106, 19), (107, 20)]"
85713,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'green', 'blue', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'red', 'red', 'white', 'white', 'white', 'white', 'red', 'blue', 'blue', 'red', 'blue', 'white', 'white', 'red', 'white', 'white', 'white', 'white', 'red', 'green', 'red', 'blue', 'white', 'red', 'blue', 'green', 'green', 'green', 'green', 'green', 'red', 'red', 'green', 'green', 'white', 'green', 'blue', 'blue', 'blue', 'blue']",uncover green all,7,uncover,15,"[(69, 71), (87, 85), (78, 102), (81, 82), (58, 90), (75, 73), (82, 53), (99, 70), (76, 56), 'pass', (59, 55), 'pass', (77, 38), (68, 99), (85, 87)]"
85713,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'green', 'blue', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'red', 'red', 'white', 'white', 'white', 'white', 'red', 'blue', 'blue', 'red', 'blue', 'white', 'white', 'red', 'white', 'white', 'white', 'white', 'red', 'green', 'red', 'blue', 'white', 'red', 'blue', 'green', 'green', 'green', 'green', 'green', 'red', 'red', 'green', 'green', 'white', 'green', 'blue', 'blue', 'blue', 'blue']",cover red all,7,cover,7,"[(100, 80), (58, 73), (101, 56), (78, 63), (103, 50), (89, 51), (107, 70)]"
85713,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'green', 'blue', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'red', 'red', 'white', 'white', 'white', 'white', 'red', 'blue', 'blue', 'red', 'blue', 'white', 'white', 'red', 'white', 'white', 'white', 'white', 'red', 'green', 'red', 'blue', 'white', 'red', 'blue', 'green', 'green', 'green', 'green', 'green', 'red', 'red', 'green', 'green', 'white', 'green', 'blue', 'blue', 'blue', 'blue']",uncover red all,3,uncover,5,"[(59, 57), 'pass', (68, 102), 'pass', (81, 90)]"
85713,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'green', 'blue', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'red', 'red', 'white', 'white', 'white', 'white', 'red', 'blue', 'blue', 'red', 'blue', 'white', 'white', 'red', 'white', 'white', 'white', 'white', 'red', 'green', 'red', 'blue', 'white', 'red', 'blue', 'green', 'green', 'green', 'green', 'green', 'red', 'red', 'green', 'green', 'white', 'green', 'blue', 'blue', 'blue', 'blue']",clear nocolor B1,4,clear,5,"[(78, 90), (69, 71), (96, 73), (97, 53), (98, 82)]"
85713,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'green', 'blue', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'red', 'red', 'white', 'white', 'white', 'white', 'red', 'blue', 'blue', 'red', 'blue', 'white', 'white', 'red', 'white', 'white', 'white', 'white', 'red', 'green', 'red', 'blue', 'white', 'red', 'blue', 'green', 'green', 'green', 'green', 'green', 'red', 'red', 'green', 'green', 'white', 'green', 'blue', 'blue', 'blue', 'blue']",move blue C1,14,move,16,"[(59, 102), (58, 90), (76, 85), (89, 72), (75, 84), (77, 50), (78, 67), (72, 66), (107, 49), (88, 107), (106, 48), (69, 106), (87, 89), (74, 72), (92, 31), (105, 30)]"
